join,envelope,full_title,short_title,subject,call_num,scan_num,url
21527,"E0134045,E0135007,N0454006,N0453514","Mer Adriatique, port de Trieste et baie de Muggia / Dépôt des cartes et plans de la marine, 1877","Adriatic Sea, 1912",Nautical charts -- Italy -- Trieste;  Harbors -- Italy -- Trieste -- Maps;  Trieste (Italy) -- Maps,French Chart 3534 1912,agsmap026471,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21527
21530,"E0142153,E0145003,N0452039,N0450649","Mer Adriatique, canal Maltempo et ses abords / Dépôt des cartes et plans de la marine ... 1877","Adriatic Sea, Maltempo Canal, 1916",Nautical charts -- Croatia -- Rijeka;  Harbors -- Croatia -- Rijeka -- Maps;  Rijeka (Croatia) -- Maps,French Chart 3564 1916,agsmap026474,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21530
21531,"E0154406,E0155436,N0434556,N0434051","Mer Adriatique, port de Sebenico et ses approaches / Dépôt des cartes et plans de la marine, 1878","Adriatic Sea, Sebenico Harbor, 1916",Nautical charts -- Croatia -- Šibenik,French Chart 3667 1916,agsmap026478,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21531
21533,"E0683300,E0710000,S0475600,S0500200","Océan Indien, Iles de Kerguelen / d'après la reconnaissance effectuée en 1772 ... Dépôt des cartes et plans de la marine, 1870","Indian Ocean, Kerguelen Islands, 1930",Nautical charts -- Kerguelen Islands,French Chart 2951 1930,agsmap026480,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21533
21534,"E0133859,E0135215,N0445737,N0445111","Mer Adriatique, côte d'Istrie, Pola / Dépôt de la marine, 1877","Adriatic Sea, Istrian Coast, Croatia 1914",Nautical charts -- Croatia -- Pula; Pula (Croatia) -- Maps -- Facsimiles,French Chart 3599 1914,agsmap026475,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21534
21536,"E0013125,E0013740,N0504855,N0504145","Côte nord de France, port de Boulogne et ses abords / d'après le levé exécuté en 1934 ... Service hydrographique de la marine ... 1939","France, north coast, Port of Boulogne, 1955",Nautical charts -- France -- Boulogne-sur-Mer;  Harbors -- France -- Boulogne-sur-Mer -- Maps;  Boulogne-sur-Mer (France) -- Maps,French Chart 3648 1955,agsmap026477,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21536
21537,"W0622000,W0602200,N0110000,N0094600","Océan Atlantique, Antilles, Ile de la Trinité / levée en 1866-68 ... Dépôt des cartes et plans de la marine, 1872","West Indies, Trinidad, 1915",Nautical charts -- Trinidad and Tobago -- Trinidad,French Chart 3059 1915,agsmap026483,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21537
21539,"W0740100,W0684800,S0243000,S0311000","Amérique méridionale, côtes du Chili, de Maytencillo a la pointe Plata / Dépôt des cartes et plans de la marine, 1872","Chile, Pacific coast, 1916",Nautical charts -- Chile -- Pacific Coast,French Chart 3161 1916,agsmap026484,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21539
21540,"W0630700,W0504900,N0115000,N0034500","Amérique méridionale, côtes du Venezuela et des Guyanes, du Golfe de Paria au Cap d'Orange / d'après les documents les plus récents, Dépôt des cartes et plans de la marine, 1871","South America, coasts of Venezuela and Guyana, 1920",Nautical charts -- Venezuela -- Atlantic Coast;  Nautical charts -- Guyana -- Atlantic Coast;  Nautical charts -- Suriname -- Atlantic Coast;  Nautical charts -- French Guiana -- Atlantic Coast,French Chart 3001 1920,agsmap026482,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21540
21542,"W0780000,W0694700,S0133500,S0183000","Amérique méridionale, côtes du Pérou, de la rade d'Arica a la baie Pisco / opérés en 1836, corrigés en 1872, Dépôt des cartes et plans de la marine, 1874","Peru, Pacific coast, 1899",Nautical charts -- Peru -- Pacific Coast,French Chart 3336 1899,agsmap026486,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21542
21543,"W0705400,W0692312,S0522700,S0530330","Amérique du Sud, détroit de Magellan, du premier goulet au cap Gente / levé en 1867-68 ... Dépôt des cartes et plans de la marine ... 1871","South America, Strait of Magellan, 1915","Nautical charts -- Magellan, Strait of (Chile and Argentina);  Coasts -- Tierra del Fuego (Argentina and Chile) -- Maps",French Chart 2991 1915,agsmap026481,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21543
21544,"W0740100,W0680600,S0180000,S0250000","Amérique méridionale, côtes du Chili, de la pointe Plata a Arica / Dépôt des cartes et plans de la marine, 1874","Chile, Pacific coast, 1915",Nautical charts -- Chile -- Pacific Coast,French Chart 3337 1915,agsmap026487,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21544
21547,"W0025957,W0024038,N0473920,N0473157","Côte ouest de France, Morbihan / plan levé en 1820 ... Dépôt des cartes et plans de la marine, 1872","France, west coast, Morbihan, 1916",Nautical charts -- France -- Morbihan,French Chart 3165 1916,agsmap026485,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21547
21548,"W0391500,W0314000,S0024000,S0140000","Carte routière de la côte du Brésil, partie comprise entre Ceara et Bahia / Dépôt des cartes et plans de la marine, 1868","Brazil, coast, 1920",Nautical charts -- Brazil -- Atlantic Coast;  Coasts -- Brazil -- Maps,French Chart 2753 1920,agsmap026502,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21548
21549,"W0795100,W0780900,N0090700,N0080500","Amérique centrale, côte ouest, baie de Panama / Dépôt des cartes et plans de la marine, 1868","Central America, west coast, Panama Bay, 1918","Nautical charts -- Panama -- Panama, Bay of;  Coasts -- Panama -- Panama, Bay of -- Maps",French Chart 2664 1918,agsmap026500,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21549
21550,"W0983000,W0774000,N0302900,N0174000","Carte générale du Golfe du Mexique / dressée d'après les travaux Américains, Anglais et Français les plus récents ... Dépôt des cartes et plans de la marine ... 1865","Gulf of Mexico, 1907","Nautical charts -- Mexico, Gulf of;  Coasts -- Cuba -- Maps;  Coasts -- Mexico -- Maps;  Coasts -- Florida -- Maps",French Chart 2184 1921,agsmap026493,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21550
21551,"W0835800,W0785600,N0003000,S0070000","Amérique méridionale (côte ouest), de lobos de Afuera à l'équateur / Dépôt des cartes et plans de la marine, 1865","South America, coast of Ecuador and Peru, 1921",Nautical charts -- Ecuador -- Pacific Coast;  Nautical charts -- Peru -- Pacific Coast,French Chart 2213 1921,agsmap026496,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21551
21552,"E0021600,E0091700,N0392000,N0361400","Carte générale, de la côte de l'Algérie (2ème feuille) d'Alger à la Frontière de la Tunisie / levé en 1867, 1868, 1869 ... Dépôt des cartes et plans de la marine, 1875","Algeria, coast with Tunisia and Sardinia, 1907",Nautical charts -- Algeria -- Mediterranean Coast; Nautical charts -- Tunisia -- Mediterranean Coast; Nautical charts -- Italy -- Mediterranean Coast (Sardinia),French Chart 3405 1907,agsmap026492,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21552
21554,"W0443000,W0433500,S0015500,S0023300","Brésil, carte d'atterrage, de Maranhao / Dépôt des cartes et plans de la marine, 1867","Brazil, coast of Maranhão, 1920",Nautical charts -- Brazil -- São Luís do Maranhão,French Chart 2527 1920,agsmap026499,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21554
21555,"W0743700,W0633700,N0160000,N0092000","Mer des Antilles, carte de la côte de terre ferme de Cumana à Santa Marta / Dépôt des cartes et plans de la marine, 1865","West Indies, coast of Venezuela and Colombia, 1921",Nautical charts -- Venezuela -- Atlantic Coast,French Chart 2186 1921,agsmap026495,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21555
21556,"W0833400,W0723700,N0280000,N0204000","Mer des Antilles, carte des passages au Nord de Cuba / carte levée en 1937 ... Dépôt des cartes et plans de la marine ... 1865","Caribbean Sea, 1920","Nautical charts -- Florida, Straits of;  Coasts -- Cuba -- Maps;  Coasts -- Florida -- Maps;  Coasts -- Bahamas -- Maps",French Chart 2185 1920,agsmap026494,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21556
21557,"W0522610,W0520530,N0050200,N0045035","Amérique du sud, Guyane Française, abords de Cayenne / d'après le levé exécuté en 1929 ... Service hydrographique de la marine, 1866","French Guiana, 1934",Nautical charts -- French Guiana -- Cayenne;  Harbors -- French Guiana -- Cayenne -- Maps;  Cayenne (French Guiana) -- Maps,French Chart 2386 1934,agsmap026497,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21557
21558,"W0523300,W0475500,N0051000,S0012000","Carte des côtes de la Guyane, depuis Cayenne jusqu'à l'embouchure de l'Amazone / dressée d'après les documents let plus récents ... Dépôt des cartes et plans de la marine, 1868","South America, coast of French Guiana and Brazil, 1920",Nautical charts -- French Guiana -- Atlantic Coast;  Nautical charts -- Brazil -- Amazon River Estuary,French Chart 2729 1920,agsmap026501,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21558
21566,"W1003800,W0724700,N0164000,S0040000","Carte de la côte occidentale d'Amérique, comprise entre le golfe de Tehuantepec et le golfe de Guayaquil (Amérique Centrale, Colombie, équateur) / dresée d'après les travaux les plus récents ... Dépôt des cartes et plans de la marine ... 1864","Central and South America, western coast, 1921",Nautical charts -- Central America;  Coasts -- Central America -- Maps;  Coasts -- Galapagos Islands -- Maps,French Chart 2125 1921,agsmap026508,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21566
21567,"W0753000,W0650000,N0240000,N0171500","Mer des Antilles, carte des débouquements de St. Domingue et des passages à l'est de Cuba / dressée d'après les travaux Anglais, Américains et Espagnols les plus récents ... Dépôt des cartes et plans de la marine ... 1864","Greater Antilles, 1921",Nautical charts -- Caribbean Sea;  Coasts -- Hispaniola -- Maps;  Coasts -- Puerto Rico -- Maps,French Chart 2130 1921,agsmap026509,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21567
21568,"W0503000,W0383000,N0024500,S0044700","Carte routière de la côte du Brésil, de l'embouchure de l'Amazone à Ceará / Dépôt des cartes et plans de la marine ... 1864","Brazil, Atlantic coast, 1921",Nautical charts -- Brazil -- Atlantic Coast;  Coasts -- Brazil -- Maps,French Chart 2148 1921,agsmap026512,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21568
21569,"W0813100,W0754300,S0062000,S0140000","Carte de la côte ouest de l'Amérique méridionale, comprise entre la baie de Pisco et Lobos de Afuera, Pérou / d'après les documents Anglais et Français les plus récents ... Dépôt des cartes et plans de la marine ... 1864","Peru, Pacific coast, 1920",Nautical charts -- Peru -- Pacific Coast;  Coasts -- Peru -- Maps,French Chart 2137 1920,agsmap026511,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21569
21570,"W0752800,W0715200,S0365500,S0405800","Amérique méridionale, côtes du Chili, du cap San Antonio à la baie Arauco / Dépôt des cartes et plans de la marine, 1868","Chile, Pacific coast, 1920",Nautical charts -- Chile -- Pacific Coast;  Coasts -- Chile -- Maps,French Chart 2758 1920,agsmap026503,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21570
21571,"W0635500,W0373000,S0224000,S0364500","Carte routière de la côte du Brésil, de Rio Janeiro au Rio de la Plata et au Paraguay / dressée d'après les documents les plus récents ... Dépôt des cartes et plans de la marine ... 1864","Brazil, Atlantic coast with Argentina, Paraguay, and Uruguay, 1920",Nautical charts -- Brazil -- Atlantic Coast; Nautical charts -- Uruguay -- Atlantic Coast,French Chart 2091 1920,agsmap026506,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21571
21572,"W0545700,W0501100,S0300100,S0354500","Carte d'atterrage de la plata et de la côte sud du Brésil, de l'Île Lobos à Tramandahy / levée de 1856 à 1862 ... Dépôt des cartes et plans de la marine ... 1863","Brazil, south coast, 1920",Nautical charts -- Brazil -- Atlantic Coast;  Nautical charts -- Uruguay -- Atlantic Coast,French Chart 2063 1920,agsmap026505,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21572
21573,"W0582950,W0581411,S0342605,S0344218","Côte orientale d'Amérique, rade de Buenos Ayres / levé en 1856 ... Dépôt des cartes et plans de la marine, 1870","Argentina, Buenos Aires coast, 1918",Nautical charts -- Argentina -- Buenos Aires;  Harbors -- Argentina -- Buenos Aires -- Maps;  Buenos Aires (Argentina) -- Maps,French Chart 2864 1918,agsmap026504,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21573
21574,"W0890700,W0772900,N0221500,N0153000","Mer des Antilles, carte du bassin, compris entre l'Ile de Cuba, la Jamaïque, le Honduras et le Yucatan / d'après les travaux Anglais et Espagnols les plus récents ... Dépôt des cartes et plans de la marine ... 1864","Caribbean Sea, 1920",Nautical charts -- Caribbean Sea;  Coasts -- Yucatán Peninsula -- Maps;  Coasts -- Honduras -- Maps,French Chart 2114 1920,agsmap026507,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21574
21576,"W0863000,W0761800,N0145100,N0081000","Mer des Antilles, carte de la Côte, comprise entre la cap Gracias a Dios et Santa Marta / dressée d'après les travaux Anglais et Espagnols les plus récents, puliée par ordre de l'Empereur ... au Dépôt des cartes et plans de la marine, 1864.","Caribbean Sea, coast of Central and South America, 1920",Nautical charts -- Caribbean Sea; Coasts -- Venezuela -- Maps; Coasts -- Panama -- Maps; Coasts -- Costa Rica -- Maps; Nautical charts -- Venezuela -- Atlantic Coast,French Chart 2135 1920,agsmap026510,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21576
21577,"E0150000,E1300000,N0300000,S0400000","Océan Indien / Service hydrographique de la marine, 1889","Indian Ocean, 1918",Nautical charts -- Indian Ocean,French Chart 4360 1918,agsmap026516,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21577
21578,"W0734807,W0730640,S0365614,S0371640","Amérique du sud - côte ouest, Chili, Baie d'Arauco / Service hydrographique de la marine, 1890","Chile, Pacific coast and Arauco Bay, 1919",Nautical charts -- Chile -- Arauco (Province);  Nautical charts -- Chile -- Santa María Island (Biobío),French Chart 4417 1919,agsmap026517,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21578
21579,"W0763203,W0754001,N0371800,N0364803","Amérique du nord côté est, entrée de la baie de la Chesapeake / Service hydrographique de la marine ... 1891","Chesapeake Bay, 1952",Nautical charts -- Chesapeake Bay (Md. and Va.),French Chart 4483 1952,agsmap026518,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21579
21580,"W0345330,W0344913,S0080014,S0080601","Amérique méridionale, Brésil, rade de Pernambuco / Service hydrographique de la marine, 1888","Brazil, Pernambuco Bay, 1915",Nautical charts -- Brazil -- Pernambuco;  Coasts -- Brazil -- Recife -- Maps;  Coasts -- Brazil -- Olinda -- Maps,French Chart 4275 1915,agsmap026513,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21580
21581,"W0010658,W0005606,N0455911,N0455436","Côte ouest de France, cours de la Charente / levé en 1856-58 ... Service hydrographique de la marine, 1888","France, west coast and Charente River, 1918",Nautical charts -- France -- Charente River;  Rochefort (France) -- Maps,French Chart 4333 1918,agsmap026515,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21581
21582,"W0883200,W0871200,N0175400,N0162000","Mer des Antilles, Honduras, approches de Belize / Service hydrographique de la marine, 1893","Caribbean Sea, Honduras, and Belize, 1920",Nautical charts -- Belize;  Nautical charts -- Honduras,French Chart 4627 1920,agsmap026521,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21582
21583,"E0092250,E0093000,N0002615,N0002135","Côte ouest d'Afrique, Gabon, mouillage de Libreville et ses environs / carte levée en 1889-90 ... Service hydrographique de la marine ... 1891","Gabon, coast and Libreville, 1955",Nautical charts -- Gabon -- Libreville,French Chart 4546 1955,agsmap026519,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/21583
