Full Title,Short Title,Subject,Primo Record Permalink,Original Item Description,Original Item ID,Digital ID,Digital Format,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Ireland, sheet XI, Valentia to Cape Clear / surveyed by Comrs. Wolfe and Church, Lieutt. Veitch and C. George, Master R.N. 1849-53, the offshore soundings by Comr. Edye and G.F. McDougall Mastr. R.N. 1859 ; published at the Admiralty, 17th Novr. 1860 ; Engraved by Davies, Bryer & Co.","Kerry, Ireland 1870",Nautical charts -- Ireland;  Coasts -- Ireland -- Kerry -- Maps;,,"1 map ; 62 x 97 cm, on sheet 69 x 100 cm;",BA 2424 1870,agsmap029439,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32532,32532,32535.jp2,/agdm/image/32535.jp2
"Ireland, south coast, Youghal Harbour / surveyed by Captn. G.A. Frazer, R.N.M.R.I.A. 1850 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty August 4th 1851 ; Engraved by J. & C. Walker.","Yougal Harbour, Ireland 1870",Nautical charts -- Ireland -- Youghal (Cork);  Coasts -- Ireland -- Youghal (Cork) -- Maps;,,"1 map ; 92 x 56 cm, on sheet 103 x 69 cm;",BA 2071 1870,agsmap029445,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32533,32533,32537.jp2,/agdm/image/32537.jp2
Carta EsfeÌrica de una parte de la Costa Meridional-Occidental de Inglaterra que comprende desde la Punta de Otterton hasta la de Morte inclusas las Islas Scilly / construida en la DireccioÌn de HidrografiÌa.,"England, United Kingdom 1856",Nautical charts -- English Channel  Nautical charts -- Celtic Sea  Nautical charts -- England -- Isles of Scilly,,1 map ; 60 x 93 cm;,Spanish Chart 220 1856,agsmap029435,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32534,32534,32544.jp2,/agdm/image/32544.jp2
"Ireland, sheet V, Teelin Hd. to Downpatrick Hd. / Donegal & Sligo Bays surveyed by Captn. G.A. Bedford assisted by Lieut. E.W. Sidney Messrs. G.E. Davis & F.B. Horner R.N. 1853, Killala Bay by Captn. R.B. Beechey assisted by Lieut. A.G. Edye R.N. 1854 ; published at the Admiralty 24th Decr. 1858 ; Engraved by J. & C. Walker.","Donegal Bay, Ireland 1869",Nautical charts -- Ireland -- Donegal Bay;  Coasts -- Ireland -- Donegal Bay -- Maps;,,"1 map ; 48 x 65 cm, on sheet 51 x 69 cm;",BA 2440 1869,agsmap029438,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32535,32535,32540.jp2,/agdm/image/32540.jp2
"Ireland, sheet VI, Downpatrick Hd. to Achill Hd. / surveyed by Commr. R.B. Beechey Lieut. A.G. Edye and Mr. A.B. Usborne R.N. 1854 ; published at the Admiralty, 20th Decr. 1855 ; Engraved by J. & C. Walker.","Mayo, Ireland 1866",Nautical charts -- Ireland;  Coasts -- Ireland -- Mayo (County) -- Maps;,,"1 map ; 48 x 64 cm, on sheet 50 x 69 cm;",BA 2419 1866,agsmap029440,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32536,32536,32539.jp2,/agdm/image/32539.jp2
"Ireland, sheet VII, Achill Head to Slyne Head, 1854 / from Roonagh Hd. northd. surveyed by Commr. R.B. Beechey, Lieut. A.G. Edye and Mr. A.B. Usborne, R.N. [from Roonagh Hd.] southd. [surveyed by] Captn. G.A. Bedford Lieut. F.W. Sidney Messrs. J.E. Davis & J.B. Horner R.N. ; published at the Admiralty 19th Decr. 1855 ; J. & C. Walker Sculpt.","Mayo, Ireland 1861; Galway, Ireland 1861",Nautical charts -- Ireland;  Coasts -- Ireland -- Mayo (County) -- Maps;  Coasts -- Ireland -- Galway (County) -- Maps;,,"1 map ; 50 x 62 cm, on sheet 51 x 68 cm;",BA 2420 1861,agsmap029441,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32537,32537,32546.jp2,/agdm/image/32546.jp2
Carta EsfeÌrica de una parte de la Costa Occidental de Inglaterra que comprende el Canal de Bristol y embocadura del de S. Jorge / construida en la DireccioÌn de HidrografiÌa.,"Ireland, United Kingdom 1856",Nautical charts -- Saint George's Channel (Ireland and Wales);  Nautical charts -- Bristol Channel;  Nautical charts -- England;  Nautical charts -- Ireland;,,1 map ; 60 x 93 cm;,Spanish Chart 221 1856,agsmap029436,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32538,32538,32543.jp2,/agdm/image/32543.jp2
"Ireland, sheet XIII, Kinsale to Brattin Head / surveyed by Captn. Frazer, Comdrs. Wolfe and Church ; published according to Act of Parliament at the Hydrographic Office fo the Admiralty Feby. 6th 1856 ; J. & C. Walker Sculpt.","Cork, Ireland 1870; Waterford, Ireland 1870;",Nautical charts -- Ireland;  Coasts -- Ireland -- Cork (County) -- Maps;  Coasts -- Ireland -- Waterford (County) -- Maps;,,"1 map ; 48 x 63 cm, on sheet 51 x 69 cm;",BA 2336 1870,agsmap029442,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32539,32539,32545.jp2,/agdm/image/32545.jp2
"Ireland, north coast, Lough Foyle / surveyed by Mr. R. Hoskyn, Mast. assisted by Lieut. D. Aird & Mr. W.H. Obree R.N. 1853-4 ; published at the Admiralty, 21st June 1859 ; Engraved by J. & C. Walker.","Derry, Northern Ireland","Nautical charts -- Foyle, Lough (Northern Ireland and Ireland);  Harbors -- Northern Ireland -- Derry -- Maps;",,"1 map ; 70 x 95 cm, on sheet 72 x 97 cm;",BA 2499 1871,agsmap029444,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32540,32540,32534.jp2,/agdm/image/32534.jp2
"Ireland, west coast, Mutton Id., Doonbeg Bay and parts adjacent / surveyed by Captn. G.A. Bedford, Lieutt. F.W. Sidney, Mr. T.E. Davis, Master & Mr. Horner, Mate, 1850 ; published at the Admiralty 5th May 1856 ; Engraved by J. & C. Walker.","Doonbeg, Ireland 1850",Nautical charts -- Ireland -- Doonbeg;  Coasts -- Ireland -- Doonbeg -- Maps;,,"1 map ; 49 x 62 cm, on sheet 52 x 69 cm;",BA 2442 1850,agsmap029437,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32541,32541,32538.jp2,/agdm/image/32538.jp2
"Ireland, south coast, Waterford Harbour / surveyed by Commr. G.A. Frazer, M.R.I.A., 1848 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty April 14th 1850 ; Engraved by J. & C. Walker.","Waterford, Ireland 1869",Nautical charts -- Ireland -- Waterford;  Harbors -- Ireland -- Waterford -- Maps;,,"1 map ; 95 x 65 cm, on sheet 104 x 69 cm;",BA 2046 1869,agsmap029447,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32548,32548,32561.jp2,/agdm/image/32561.jp2
"Ireland, west coast, Clifden and Mannin Bays to Aughrus Point / surveyed by Commr. G.A. Bedford assisted by Lieuts. J. Harding, F.W. Sidney, J.E. Davis Mastr., T.B. Horner Mate, 1847-8 ; published at the Admiralty 28th Jany. 1860 ; Engraved by J. & C. Walker.","Ireland, Europe 1860",Nautical charts -- Ireland;  Coasts -- Ireland -- Galway (County) -- Maps;,,"1 map ; 63 x 97 cm, on sheet 69 x 103 cm;",BA 2708 1860,agsmap029454,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32549,32549,32557.jp2,/agdm/image/32557.jp2
"Ireland, west coast, Broad Haven Bay / surveyed by Commr. R.B. Beechey R.N. assisted by Lieut. A.G. Edye & Mr. A.B. Usborne Master, R.N. 1853 ; published at the Admiralty 29th Jany. 1861 ; Engraved by J. & C. Walker.","County Mayo, Ireland 1861",Nautical charts -- Ireland;  Coasts -- Ireland -- Mayo (County) -- Maps;,,"1 map ; 62 x 95 cm, on sheet 69 x 103 cm;",BA 2703 1861,agsmap029452,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32550,32550,32555.jp2,/agdm/image/32555.jp2
"Ireland, north coast, Lough Swilly, County Donegal / surveyed by Captain G.A. Bedford assisted by Lieut. T.B. Horner, R.N. 1855 ; published at the Admiralty, July 18th 1860 ; Engraved by J. & C. Walker.","County Donegal, Ireland 1866","Nautical charts -- Ireland -- Swilly, Lough;",,"1 map ; 131 x 65 cm, on sheet 134 x 67 cm;",BA 2697 1866,agsmap029455,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32551,32551,32558.jp2,/agdm/image/32558.jp2
"Ireland, west coast, sheet I, Bantry Bay / surveyed by Commander Church, Lieut. Veitch & Mr. George, Master R.N., 1850 ; published at the Admiralty 19th Jany. 1856 ; Engraved by J. & C. Walker (Firm).","County Cork, Irleand 1870",Nautical charts -- Ireland -- Bantry Bay;  Coasts -- Ireland -- Bantry Bay -- Maps;,,"1 map ; 66 x 96 cm, on sheet 69 x 103 cm;",BA 1840 1870,agsmap029451,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32552,32552,32556.jp2,/agdm/image/32556.jp2
"Ireland, west coast, Blacksod Bay / surveyed by Commr. R.B. Beechey assisted by Lieut. A.G. Edye and Mr. A.B. Usborne Master R.N. 1851 ; published at the Admiralty, 29th Jan. 1861 ; Engraved under the direction of Capt. G.A. Bedford R.N., by J. & C. Walker.","County Mayo, Ireland 1866",Nautical charts -- Ireland;  Coasts -- Ireland -- Achill Island -- Maps;,,"1 map ; 64 x 98 cm, on sheet 69 x 103 cm;",BA 2704 1866,agsmap029453,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32553,32553,32560.jp2,/agdm/image/32560.jp2
"Ireland, sheet XIV, Brattin Head to Wexford / surveyed by Commr. Frazer, M.R.I.A., 1847 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty May 22nd 1851 : Engraved by J. & C. Walker.","Waterford, Ireland 1871; Wexford, Ireland 1871",Nautical charts -- Ireland;  Coasts -- Ireland -- Waterford -- Maps;  Coasts -- Ireland -- Wexford -- Maps;,,"1 map ; 48 x 62 cm, on sheet 51 x 69 cm;",BA 2049 1871,agsmap029446,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32554,32554,32552.jp2,/agdm/image/32552.jp2
"Ireland, sheet XII, Mizen Head to Kinsale / surveyed by Commr. J. Wolfe and Lieut. Church, 1849, the deep soundings by Commr. A.G. Edye assisted by Lieut. T.B. Horner, 1860 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty June 10th 1850.","Ireland, Europe 1862",Nautical charts -- Ireland;  Coasts -- Ireland -- Skibbereen -- Maps;,,"1 map ; 48 x 65 cm, on sheet 50 x 69 cm;",BA 1996 1862,agsmap029448,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32555,32555,32553.jp2,/agdm/image/32553.jp2
"Ireland, west coast, sheet 2, Bantry Bay / surveyed by Commander James Wolfe and Lieut. W.H. Church R.N., 1844 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty Decr. 27th 1847 ; J. & C. Walker Sculpt.","County Cork, Ireland 1868",Nautical charts -- Ireland -- Bantry Bay;  Coasts -- Ireland -- Bantry Bay -- Maps;,,"1 map ; 64 x 95 cm, on sheet 69 x 103 cm;",BA 1838 1868,agsmap029450,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32556,32556,32559.jp2,/agdm/image/32559.jp2
"Ireland, west coast, Galway Harbour / surveyed by Commander G.A. Bedford, 1845 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty Decr. 29th 1848 ; J. & C. Walker Sculpt.","County Galway, Ireland 1863",Nautical charts -- Ireland -- Galway;  Coasts -- Ireland -- Galway Bay -- Maps;  Harbors -- Ireland -- Galway -- Maps;  Galway (Ireland) -- Maps;,,"1 map ; 48 x 63 cm, on sheet 50 x 69 cm;",BA 1903 1863,agsmap029449,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32557,32557,32554.jp2,/agdm/image/32554.jp2
"Ireland, the Shannon, sheet I / surveyed by Commander James Wolfe assisted by Lieutenant W.H. Church, 1846 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty, Novr. 17th 1847 ; J. & C. Walker Sculpt.","Ireland, Europe 1868",Nautical charts -- Ireland -- Shannon River Estuary;  Coasts -- Ireland -- Shannon River Estuary -- Maps;,,"1 map ; 63 x 95 cm, on sheet 69 x 103 cm;",BA 1819 1865,agsmap029459,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32558,32558,32565.jp2,/agdm/image/32565.jp2
"Ireland, River Shannon, Tarbert Road / surveyed by Commander J. Wolfe ; published according to Act of Parliament at the Hydrographic Office of the Admiralty Decr. 1st 1843 ; J. & C. Walker Sculpt.","County Kerry, Ireland 1843",Nautical charts -- Ireland;  Coasts -- Ireland -- Shannon River Estuary -- Maps;  Coasts -- Ireland -- Tarbert -- Maps;,,"1 map ; 47 x 61 cm, on sheet 51 x 69 cm;",BA 1528 1843,agsmap029465,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32559,32559,32566.jp2,/agdm/image/32566.jp2
"Ireland, sheet XV, Wexford to Wicklow / surveyed by Commr. Frazer M.R.I.A. 1844 ; published according to Act Parliament at the Hydrographic Office of the Admiralty June 12th 1847 ; Engraved by J. & C. Walker.","Ireland, Europe 1871",Nautical charts -- Ireland;  Coasts -- Ireland -- Wexford -- Maps;  Coasts -- Ireland -- Wicklow -- Maps;,,"1 map ; 64 x 47 cm, on sheet 69 x 50 cm;",BA 1787 1871,agsmap029460,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32560,32560,32568.jp2,/agdm/image/32568.jp2
"Ireland, west coast, Achill Sound, southern entrance to Achill Bridge / surveyed by commander R.B. Beechey R.N., Lieutt. A.G. Edye and Mr. A.B. Usborne, Master, R.N., 1850 ; published at the Admiralty 24th Mar. 1887 ; Engraved by Davies & Compy.","County Mayo, Ireland 1921",Nautical charts -- Ireland -- Achill;  Coasts -- Ireland -- Achill -- Maps;  Coasts -- Ireland -- Achillbeg Island -- Maps;,,"1 map ; 61 x 48 cm, on sheet 70 x 51 cm;",BA 954 1921,agsmap029462,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32561,32561,32563.jp2,/agdm/image/32563.jp2
"Ireland, the Shannon, sheet II / surveyed by Commander James Wolfe, assisted by Lieutenant W.H. Church ; published according to Act of Parliament at the Hydrographic Office of the Admiralty Decr. 15th 1843.","Ireland, Europe 1868",Nautical charts -- Ireland;  Coasts -- Ireland -- Shannon River Estuary -- Maps;,,"1 map ; 60 x 94 cm, on sheet 69 x 103 cm;",BA 1547 1868,agsmap029457,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32562,32562,32570.jp2,/agdm/image/32570.jp2
"Ireland, the Shannon, sheet IV / surveyed by Commander James Wolfe, assisted by Lieutenant W.H. Church, 1841 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty Jany. 17th 1845 ; J. & C. Walker Sculpt.","Ireland, Europe 1867",Nautical charts -- Ireland;  Coasts -- Ireland -- Shannon River Estuary -- Maps;,,"1 map ; 62 x 94 cm, on sheet 69 x 101 cm;",BA 1541 1867,agsmap029463,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32563,32563,32569.jp2,/agdm/image/32569.jp2
"Ireland, the Shannon, sheet III / surveyed by Commander James Wolfe, assisted by Lieutenant W.H. Church, 1841 ; published according to Act of Parliament at the Hydropgraphic Office of the Admiralty Decr. 15th 1843.","Ireland, Europe 1868",Nautical charts -- Ireland; Coasts -- Ireland -- Shannon River Estuary -- Maps;,,"1 map ; 61 x 92 cm, on sheet 69 x 102 cm;",BA 1548 1868,agsmap029458,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32564,32564,32562.jp2,/agdm/image/32562.jp2
"Ireland, east coast, Lough Larne / surveyed by R. Hoskyn Master R.N. assisted by Lieut. D. Aird & H.B. Yule Master R.N., 1856 ; published at the Admiralty 1st August 1861 ; Engraved by J. & C. Walker.","Ireland, United Kingdom 1861",Nautical charts -- Northern Ireland -- Larne;  Coasts -- Northern Ireland -- Larne -- Maps;,,"1 map ; 99 x 67 cm, on sheet 102 x 69 cm;",BA 1237 1861,agsmap029461,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32565,32565,32564.jp2,/agdm/image/32564.jp2
"English Channel / published at the Admiralty 1st June, 1882 ; Engraved by Edwd. Weller.",English Channel 1916,"Nautical charts -- English Channel;  Coasts -- Ireland -- Cork -- Maps;  Coasts -- England, Southern -- Maps;  Coasts -- France -- Normandy -- Maps;",,"1 map ; 64 x 136 cm, on sheet 69 x 142 cm;",BA 1598 1916,agsmap029456,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32566,32566,32571.jp2,/agdm/image/32571.jp2
"Ireland, River Shannon, Foynes Harbour / surveyed by Commander Jay Wolfe F.R.G.S. 1841 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty Decr. 15th 1843 ; J. & C. Walker Sculpt.","Ireland, Europe 1867",Nautical charts -- Ireland;  Coasts -- Ireland -- Shannon River Estuary -- Maps;,,"1 map ; 47 x 61 cm, on sheet 51 x 69 cm;",BA 1538 1867,agsmap029464,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32567,32567,32567.jp2,/agdm/image/32567.jp2
Plans on the north and east coasts of Ireland / published at the Admiralty 14th Jany. 1909 ; Engraved by Malby & Sons.,"Ireland, United Kingdom 1909",Nautical charts -- Ireland;  Coasts -- Ireland -- Skerries -- Maps;  Coasts -- Ireland -- Malahide -- Maps;  Coasts -- Ireland -- Drogheda -- Maps;  Coasts -- Northern Ireland -- Killough -- Maps;,,"7 maps on 1 sheet ; 44 x 47 cm and smaller, sheet 67 x 101 cm;",BA 633 1909,agsmap029470,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32571,32571,32579.jp2,/agdm/image/32579.jp2
"Ireland sheet IV, Horn Hd. to Rathlin O'Birne / surveyed by Captn. G.A. Bedford Lieuts. F.W. Sidney T.B. Horner & Mr. J.E. Davis R.N., 1854 ; published at the Admiralty 30th Novr. 1860 ; Engraved by J. & C. Walker.","Donegal, Ireland 1860",Nautical charts -- Ireland;  Coasts -- Ireland -- Donegal (County) -- Maps;,,"1 map ; 62 x 47 cm, on sheet 69 x 50 cm;",BA 1245 1860,agsmap029467,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32572,32572,32578.jp2,/agdm/image/32578.jp2
"Ireland, sheet III, Larne to Bloody Foreland / published at the Admiralty 1st May 1861 ; Engraved by J. & C. Walker.","Ireland, United Kingdom 1871",Nautical charts -- Ireland -- Maps;  Larne (Northern Ireland) -- Maps;  Cnoc Fola (Ireland) -- Maps;,,1 map ; 68 x 97 cm;,BA 46 1870,agsmap029468,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32573,32573,32577.jp2,/agdm/image/32577.jp2
"Ireland, sheet XVI, Wicklow to Dublin / surveyed by Commr. Frazer M.R.I.A. ; published according to Act of Parliament at the Hydrographic Office of the Admiralty June 9 1843 ; J. & C. Walker Sculpt.","Ireland, Europe 1871",Nautical charts -- Ireland;  Coasts -- Ireland -- Wicklow -- Maps;  Coasts -- Ireland -- Dublin -- Maps;,,"1 map ; 61 x 47 cm, on sheet 69 x 51 cm;",BA 1467 1891,agsmap029466,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32574,32574,32576.jp2,/agdm/image/32576.jp2
"Ireland, north coast, Skerries Roadstead, Port Rush / published at the Admiralty Decr. 12th 1865 ; Engraved by Davies & Powell.","Fingal, Ireland 1865",Nautical charts -- Ireland -- Maps;  Nautical charts -- Northern Ireland -- Maps;  Skerries (Ireland) -- Maps;  Portrush (Northern Ireland) -- Maps;,,1 map ; 46 x 61 cm;,BA 49 1865,agsmap029469,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32575,32575,32575.jp2,/agdm/image/32575.jp2
"West coast of Ireland / from the surveys of Captains G.A. Frazer & G.A. Bedford, R.N. Commrs. J. Wolfe, R.B. Beechey, W.H. Church & A.G. Edye, R.N. ; published at the Admiralty 13th Feby. 1862.","Ireland, United Kingdom 1862",Nautical charts -- Ireland;  Coasts -- Ireland -- Maps;,,"1 map ; 123 x 62 cm, on sheet 125 x 67 cm;",BA 1824b 1862,agsmap029471 (s1-s3),image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32580,32580,32603.cpd,/agdm/image/32603.cpd
"Ireland, south coast, Queenstown and Cork Outer Harbour / surveyed by Commrs. J. Wolfe & W.H. Church 1843 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty, December 14th 1846 ; J. & C. Walker Sculpt.","County Cork, Ireland 1871",Nautical charts -- Ireland -- Cork Harbour;  Coasts -- Ireland -- Cork Harbour -- Maps;,,"1 map ; 97 x 62 cm, on sheet 103 x 69 cm;",BA 1777 1871,agsmap029472 (s1-s2),image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32587,32587,32610.cpd,/agdm/image/32610.cpd
